"clr","R","G","B"
"orange3",0.803921568627451,0.52156862745098,0
"orange4",0.545098039215686,0.352941176470588,0
"orangered",1,0.270588235294118,0
"orangered1",1,0.270588235294118,0
"orangered2",0.933333333333333,0.250980392156863,0
"orangered3",0.803921568627451,0.215686274509804,0
"orangered4",0.545098039215686,0.145098039215686,0
"orchid",0.854901960784314,0.43921568627451,0.83921568627451
"orchid1",1,0.513725490196078,0.980392156862745
"orchid2",0.933333333333333,0.47843137254902,0.913725490196078
"orchid3",0.803921568627451,0.411764705882353,0.788235294117647
"orchid4",0.545098039215686,0.27843137254902,0.537254901960784
"palegoldenrod",0.933333333333333,0.909803921568627,0.666666666666667
"palegreen",0.596078431372549,0.984313725490196,0.596078431372549
"palegreen1",0.603921568627451,1,0.603921568627451
"palegreen2",0.564705882352941,0.933333333333333,0.564705882352941
"palegreen3",0.486274509803922,0.803921568627451,0.486274509803922
"palegreen4",0.329411764705882,0.545098039215686,0.329411764705882
"paleturquoise",0.686274509803922,0.933333333333333,0.933333333333333
"paleturquoise1",0.733333333333333,1,1
"paleturquoise2",0.682352941176471,0.933333333333333,0.933333333333333
"paleturquoise3",0.588235294117647,0.803921568627451,0.803921568627451
"paleturquoise4",0.4,0.545098039215686,0.545098039215686
"palevioletred",0.858823529411765,0.43921568627451,0.576470588235294
"palevioletred1",1,0.509803921568627,0.670588235294118
"palevioletred2",0.933333333333333,0.474509803921569,0.623529411764706
"palevioletred3",0.803921568627451,0.407843137254902,0.537254901960784
"palevioletred4",0.545098039215686,0.27843137254902,0.364705882352941
"papayawhip",1,0.937254901960784,0.835294117647059
"peachpuff",1,0.854901960784314,0.725490196078431
"peachpuff1",1,0.854901960784314,0.725490196078431
"peachpuff2",0.933333333333333,0.796078431372549,0.67843137254902
"peachpuff3",0.803921568627451,0.686274509803922,0.584313725490196
"peachpuff4",0.545098039215686,0.466666666666667,0.396078431372549
"peru",0.803921568627451,0.52156862745098,0.247058823529412
"pink",1,0.752941176470588,0.796078431372549
"pink1",1,0.709803921568627,0.772549019607843
"pink2",0.933333333333333,0.662745098039216,0.72156862745098
"pink3",0.803921568627451,0.568627450980392,0.619607843137255
"pink4",0.545098039215686,0.388235294117647,0.423529411764706
"plum",0.866666666666667,0.627450980392157,0.866666666666667
"plum1",1,0.733333333333333,1
"plum2",0.933333333333333,0.682352941176471,0.933333333333333
"plum3",0.803921568627451,0.588235294117647,0.803921568627451
"plum4",0.545098039215686,0.4,0.545098039215686
"powderblue",0.690196078431373,0.87843137254902,0.901960784313726
"purple",0.627450980392157,0.125490196078431,0.941176470588235
"purple1",0.607843137254902,0.188235294117647,1
"purple2",0.568627450980392,0.172549019607843,0.933333333333333
"purple3",0.490196078431373,0.149019607843137,0.803921568627451
"purple4",0.333333333333333,0.101960784313725,0.545098039215686
"red",1,0,0
"red1",1,0,0
"red2",0.933333333333333,0,0
"red3",0.803921568627451,0,0
"red4",0.545098039215686,0,0
"rosybrown",0.737254901960784,0.56078431372549,0.56078431372549
"rosybrown1",1,0.756862745098039,0.756862745098039
"rosybrown2",0.933333333333333,0.705882352941177,0.705882352941177
"rosybrown3",0.803921568627451,0.607843137254902,0.607843137254902
"rosybrown4",0.545098039215686,0.411764705882353,0.411764705882353
"royalblue",0.254901960784314,0.411764705882353,0.882352941176471
"royalblue1",0.282352941176471,0.462745098039216,1
"royalblue2",0.262745098039216,0.431372549019608,0.933333333333333
"royalblue3",0.227450980392157,0.372549019607843,0.803921568627451
"royalblue4",0.152941176470588,0.250980392156863,0.545098039215686
"saddlebrown",0.545098039215686,0.270588235294118,0.0745098039215686
"salmon",0.980392156862745,0.501960784313725,0.447058823529412
"salmon1",1,0.549019607843137,0.411764705882353
"salmon2",0.933333333333333,0.509803921568627,0.384313725490196
"salmon3",0.803921568627451,0.43921568627451,0.329411764705882
"salmon4",0.545098039215686,0.298039215686275,0.223529411764706
"sandybrown",0.956862745098039,0.643137254901961,0.376470588235294
"seagreen",0.180392156862745,0.545098039215686,0.341176470588235
"seagreen1",0.329411764705882,1,0.623529411764706
"seagreen2",0.305882352941176,0.933333333333333,0.580392156862745
"seagreen3",0.262745098039216,0.803921568627451,0.501960784313725
"seagreen4",0.180392156862745,0.545098039215686,0.341176470588235
"seashell",1,0.96078431372549,0.933333333333333
"seashell1",1,0.96078431372549,0.933333333333333
"seashell2",0.933333333333333,0.898039215686275,0.870588235294118
"seashell3",0.803921568627451,0.772549019607843,0.749019607843137
"seashell4",0.545098039215686,0.525490196078431,0.509803921568627
"sienna",0.627450980392157,0.32156862745098,0.176470588235294
"sienna1",1,0.509803921568627,0.27843137254902
"sienna2",0.933333333333333,0.474509803921569,0.258823529411765
"sienna3",0.803921568627451,0.407843137254902,0.223529411764706
"sienna4",0.545098039215686,0.27843137254902,0.149019607843137
"skyblue",0.529411764705882,0.807843137254902,0.92156862745098
"skyblue1",0.529411764705882,0.807843137254902,1
"skyblue2",0.494117647058824,0.752941176470588,0.933333333333333
"skyblue3",0.423529411764706,0.650980392156863,0.803921568627451
"skyblue4",0.290196078431373,0.43921568627451,0.545098039215686
"slateblue",0.415686274509804,0.352941176470588,0.803921568627451
"slateblue1",0.513725490196078,0.435294117647059,1
"slateblue2",0.47843137254902,0.403921568627451,0.933333333333333
"slateblue3",0.411764705882353,0.349019607843137,0.803921568627451
"slateblue4",0.27843137254902,0.235294117647059,0.545098039215686
"slategray",0.43921568627451,0.501960784313725,0.564705882352941
"slategray1",0.776470588235294,0.886274509803922,1
"slategray2",0.725490196078431,0.827450980392157,0.933333333333333
"slategray3",0.623529411764706,0.713725490196078,0.803921568627451
"slategray4",0.423529411764706,0.482352941176471,0.545098039215686
"slategrey",0.43921568627451,0.501960784313725,0.564705882352941
"snow",1,0.980392156862745,0.980392156862745
"snow1",1,0.980392156862745,0.980392156862745
"snow2",0.933333333333333,0.913725490196078,0.913725490196078
"snow3",0.803921568627451,0.788235294117647,0.788235294117647
"snow4",0.545098039215686,0.537254901960784,0.537254901960784
"springgreen",0,1,0.498039215686275
"springgreen1",0,1,0.498039215686275
"springgreen2",0,0.933333333333333,0.462745098039216
"springgreen3",0,0.803921568627451,0.4
"springgreen4",0,0.545098039215686,0.270588235294118
"steelblue",0.274509803921569,0.509803921568627,0.705882352941177
"steelblue1",0.388235294117647,0.72156862745098,1
"steelblue2",0.36078431372549,0.674509803921569,0.933333333333333
"steelblue3",0.309803921568627,0.580392156862745,0.803921568627451
"steelblue4",0.211764705882353,0.392156862745098,0.545098039215686
"tan",0.823529411764706,0.705882352941177,0.549019607843137
"tan1",1,0.647058823529412,0.309803921568627
"tan2",0.933333333333333,0.603921568627451,0.286274509803922
"tan3",0.803921568627451,0.52156862745098,0.247058823529412
"tan4",0.545098039215686,0.352941176470588,0.168627450980392
"thistle",0.847058823529412,0.749019607843137,0.847058823529412
"thistle1",1,0.882352941176471,1
"thistle2",0.933333333333333,0.823529411764706,0.933333333333333
"thistle3",0.803921568627451,0.709803921568627,0.803921568627451
"thistle4",0.545098039215686,0.482352941176471,0.545098039215686
"tomato",1,0.388235294117647,0.27843137254902
"tomato1",1,0.388235294117647,0.27843137254902
"tomato2",0.933333333333333,0.36078431372549,0.258823529411765
"tomato3",0.803921568627451,0.309803921568627,0.223529411764706
"tomato4",0.545098039215686,0.211764705882353,0.149019607843137
"turquoise",0.250980392156863,0.87843137254902,0.815686274509804
"turquoise1",0,0.96078431372549,1
"turquoise2",0,0.898039215686275,0.933333333333333
"turquoise3",0,0.772549019607843,0.803921568627451
"turquoise4",0,0.525490196078431,0.545098039215686
"violet",0.933333333333333,0.509803921568627,0.933333333333333
"violetred",0.815686274509804,0.125490196078431,0.564705882352941
"violetred1",1,0.243137254901961,0.588235294117647
"violetred2",0.933333333333333,0.227450980392157,0.549019607843137
"violetred3",0.803921568627451,0.196078431372549,0.470588235294118
"violetred4",0.545098039215686,0.133333333333333,0.32156862745098
"wheat",0.96078431372549,0.870588235294118,0.701960784313725
"wheat1",1,0.905882352941176,0.729411764705882
"wheat2",0.933333333333333,0.847058823529412,0.682352941176471
"wheat3",0.803921568627451,0.729411764705882,0.588235294117647
"wheat4",0.545098039215686,0.494117647058824,0.4
"whitesmoke",0.96078431372549,0.96078431372549,0.96078431372549
"yellow",1,1,0
"yellow1",1,1,0
"yellow2",0.933333333333333,0.933333333333333,0
"yellow3",0.803921568627451,0.803921568627451,0
"yellow4",0.545098039215686,0.545098039215686,0
"yellowgreen",0.603921568627451,0.803921568627451,0.196078431372549
